,age,gender,city,position,experience,germany_experience,work_level,main_tech,other_tech,yearly_salary,vacation_days,emp_state,contract_duration,main_language,company_size,company_type,covid_lost
892,35,Male,Berlin,Data Scientist,15.0,10.0,Middle,C++,Python,60000.0,30.0,full-time,Temporary contract,English,101-1000,Product,No
893,33,Male,Munich,SRE,10.0,4.0,Senior,PHP,"Python, Javascript / Typescript, Ruby, Java / Scala, AWS, Kubernetes, Docker",79000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
894,39,Male,Düsseldorf ,Technical project manager,12.0,4.0,Senior,PHP,SQL,65000.0,30.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No
896,25,Female,Berlin,support engineer,2.0,2.0,Middle,python ,"Python, Javascript / Typescript, Ruby, SQL",45000.0,26.0,full-time,Unlimited contract,English,1000+,Startup,Yes
897,34,Male,Munich,Frontend Developer,4.0,3.0,Middle,JavaScript,"Javascript / Typescript, Go",66000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
898,28,Male,London,Software Engineer,8.0,0.0,Senior,.NET,"Javascript / Typescript, .NET, SQL, AWS",75000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
899,35,Male,Berlin,Frontend Developer,6.0,1.0,Middle,React / JavaScript,Javascript / Typescript,66500.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
900,38,Male,Berlin,Backend Developer,8.0,8.0,Senior,Perl,"SQL, Go, AWS, Docker",64000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
901,34,Male,Munich,Backend Developer,13.0,2.0,Lead,Java,"Kotlin, Javascript / Typescript, Java / Scala, AWS, Azure, Kubernetes, Docker",105000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
902,36,Male,Dortmund,Software Engineer,8.0,8.0,Senior,kotlin,"Python, Kotlin, Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",83000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
903,30,Female,Munich,Software Engineer,8.0,2.0,Senior,Java,"AWS, Docker",52000.0,28.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No
905,27,Male,Berlin,Data Engineer,6.0,3.0,Middle,Python,"Python, AWS",74000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No
906,27,Male,Berlin,QA Engineer,5.0,1.5,Middle,Java,"Python, Javascript / Typescript, Google Cloud, Kubernetes, Docker",56700.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
907,33,Male,Berlin,Software Engineer,7.0,1.0,Middle,Ruby,"Javascript / Typescript, Ruby, AWS, Docker",54000.0,28.0,full-time,Temporary contract,English,51-100,Startup,No
909,30,Female,Cologne,Data Scientist,8.0,7.0,Senior,"Python, cloud computing ","Python, SQL, AWS, Azure",85000.0,30.0,full-time,Unlimited contract,English,1000+,Utilities,No
910,25,Male,Frankfurt,DevOps,2.0,2.0,Junior,Python,"Python, AWS, Kubernetes, Docker",65000.0,28.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
911,38,Male,Berlin,Software Engineer,12.0,6.0,Senior,Java,Kotlin,92000.0,100.0,full-time,Unlimited contract,English,1000+,Product,No
914,34,Male,City in Russia,Software Architect,14.0,0.0,Lead,Haskell,"Python, C/C++, .NET, SQL",100000.0,30.0,full-time,Temporary contract,English,51-100,Product,No
915,29,Male,Berlin,Frontend Developer,8.0,7.0,Senior,JavScript,"Javascript / Typescript, AWS, Docker",77250.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
917,36,Male,Berlin,Software Engineer,5.0,1.0,Middle,JavaScript,Javascript / Typescript,60000.0,26.0,full-time,Unlimited contract,English,101-1000,Startup,No
918,43,Male,Berlin,Software Engineer,20.0,3.0,Middle,Ruby,"Kotlin, PHP, Ruby, Java / Scala, SQL, AWS, Kubernetes, Docker",70000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No
919,32,Male,Munich,Frontend Developer,10.0,4.0,Lead,js,Javascript / Typescript,80000.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No
920,28,Male,Berlin,ML Engineer,0.0,1.0,Junior,python,"Python, Docker",48000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,Yes
921,36,Male,Nuremberg,Software Engineer,20.0,20.0,Lead,Java,"Java / Scala, SQL, Kubernetes, Docker",74000.0,28.0,full-time,Unlimited contract,German,1000+,Finance,No
922,38,Female,Düsseldorf,Data Scientist,14.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Middle,R,"Python, R, SQL",70000.0,32.0,full-time,Unlimited contract,German,1000+,Product,No
924,26,Male,Berlin,Backend Developer,2.0,2.0,Junior,Php,"PHP, Javascript / Typescript, SQL, Docker",25000.0,24.0,full-time,Unlimited contract,German,11-50,Product,No
925,26,Male,Amsterdam,Data Scientist,2.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Junior,Python,"Python, SQL, Azure",48000.0,25.0,full-time,Temporary contract,English,51-100,Fintech,No
926,34,Male,Stuttgart ,Software Engineer,6.0,6.0,Head,C++,"Python, Javascript / Typescript, Java / Scala, R, SQL, AWS, Google Cloud, Azure, Kubernetes, Docker",90000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
927,25,Male,Stuttgart,Data Scientist,0.0,0.0,Junior,Python ,"R, SQL, Hadoop Hive",58000.0,30.0,full-time,Unlimited contract,German,1000+,Handel ,No
928,30,Male,Frankfurt,Big Data Engineer,3.0,3.0,Middle,Python,"SQL, Docker, Apache Spark, Apache Hadoop, Oracle, PostgreSQL, Bash, Apache Impala, Apache Hive",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting and Product,No
930,30,Male,Cracow,Business Analyst,7.0,0.0,Senior,SQL,"Python, AWS, Google Cloud, Azure, Alteryx, SAS",68500.0,26.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No
931,26,Male,Berlin,Software Engineer,5.0,1.0,Middle,Python (Django),"Python, Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",69000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
932,30,Female,Stockholm,QA Engineer,7.0,1.0,Senior,Python,"Ruby, SQL",48000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
933,33,Female,Brunswick,Software Engineer,6.0,4.0,Middle,C++,Python,58000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
934,26,Male,Berlin,Backend Developer,6.0,3.0,Senior,Go,"PHP, Go",70000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
935,29,Male,Berlin,Data Scientist,6.0,1.5,Middle,Python ,"SQL, AWS, Google Cloud, Docker",57000.0,28.0,full-time,Unlimited contract,English,up to 10,Startup,Yes
936,36,Male,Zurich,Data Scientist,5.0,0.5,Senior,Python,"Javascript / Typescript, SQL",106000.0,25.0,full-time,Unlimited contract,English,11-50,Product,No
937,23,Male,Dublin,Data Analyst,3.0,0.0,Senior,Python,"Python, R, SQL",49200.0,21.0,full-time,Unlimited contract,English,1000+,Product,No
938,45,Male,Madrid,Data Scientist,2.0,0.0,Senior,Python,"SQL, Azure",42000.0,24.0,full-time,Unlimited contract,Spanish,101-1000,Consulting / Agency,No
939,41,Male,Rome,CTO,22.0,0.0,Head,Python,"C/C++, SQL, Go, Rust, AWS, Google Cloud, Kubernetes, Docker",50000.0,31.0,full-time,Unlimited contract,Italian,51-100,Product,No
940,28,Male,Berlin,ML Engineer,1.0,1.0,Junior,Python,"C/C++, AWS, Google Cloud, Docker",43000.0,14.0,full-time,Unlimited contract,English,up to 10,Startup,Yes
941,35,Male,Berlin,Data Scientist,12.0,3.5,Senior,Python,"R, SQL, AWS, Docker",77000.0,27.0,full-time,Unlimited contract,English,1000+,Startup,Yes
942,37,Female,Berlin,Data Scientist,8.0,0.5,Middle,Python ,"SQL, AWS",67000.0,28.0,full-time,Unlimited contract,English,1000+,Startup,No
943,26,Male,Lisbon,Software Engineer,4.0,0.0,Middle,JavaScript,"Javascript / Typescript, Ruby, SQL",21000.0,22.0,full-time,Unlimited contract,English,51-100,Product,No
944,30,Male,Barcelona,Data Scientist,5.0,0.0,Senior,R,"Python, SQL",40000.0,25.0,full-time,Unlimited contract,Spanish,1000+,Consulting / Agency,No
945,24,Male,Sofia,ML Engineer,5.0,0.0,Senior,Python,"Python, C/C++, SQL, Google Cloud, Kubernetes, Docker",64000.0,20.0,full-time,Unlimited contract,English,11-50,Startup,No
946,35,Male,Frankfurt,Manager ,6.0,5.0,Head,C,"Python, C/C++, Docker",90000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
947,27,Male,Rome,Data Scientist,2.0,0.0,Junior,SQL,"Python, SQL, Google Cloud",25300.0,24.0,full-time,Temporary contract,Italian,1000+,Consulting / Agency,No
949,27,Female,Munich,Backend Developer,6.0,4.0,Senior,Java,Python,85600.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No
950,29,Male,Bonn,Data Scientist,2.0,2.0,Middle,Python,SQL,55200.0,30.0,full-time,Temporary contract,English,1000+,Product,No
951,29,Male,Berlin,AI Management,6.0,6.0,Head,Python,"Python, Azure, Docker",92000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
952,34,Male,Berlin,Backend Developer,14.0,6.0,Lead,Kotlin,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",96000.0,29.0,full-time,Unlimited contract,English,1000+,Startup,No
954,35,Male,Luttich,Data Scientist,12.0,0.0,Lead,Python,"Python, R, Spark",85000.0,37.5,full-time,Unlimited contract,English,1000+,Product,No
955,54,Male,Milano,Sales ,31.0,6.0,Head,Network Automation,Python,110000.0,29.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No
956,31,Male,Berlin,Software Engineer,6.0,4.0,Senior,Kotlin,"Kotlin, PHP, Java / Scala, SQL, Go, AWS, Kubernetes",90000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
957,30,Male,Bielefeld,Software Engineer,5.0,3.0,Junior,C++,"Python, Qt",55000.0,30.0,full-time,Unlimited contract,German,11-50,Product,No
958,36,Male,Zurich,Backend Developer,15.0,2.0,Senior,C++,"C/C++, Java / Scala",172000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No
959,24,Male,Berlin,Backend Developer,1.0,1.0,Working Student,Python,"Python, Javascript / Typescript, R",14400.0,24.0,part-time,Temporary contract,German,up to 10,Startup,No
960,28,Male,Frankfurt,XR Developer,8.0,1.0,Lead,C#,"Python, Javascript / Typescript",25000.0,1.0,full-time,Temporary contract,English,11-50,Startup,No
961,28,Male,Berlin,Data Scientist,4.0,4.0,Head,python,"R, SQL, AWS, Docker",105000.0,100.0,full-time,Unlimited contract,German,11-50,Consulting / Agency,No
962,36,Male,Hamburg,Data Scientist,2.0,10.0,Middle,Python,"Java / Scala, SQL",63000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
963,26,Male,Berlin,DevOps,5.0,2.0,Middle,"Kubernetes, Terraform, GCP","Ruby, AWS, Google Cloud, Docker, Helm, Kustomize, Ansible",72000.0,23.0,full-time,Unlimited contract,English,11-50,Startup,No
964,36,Male,Munich,DevOps,14.0,6.0,Middle,PowerShell,SQL,65000.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No
965,33,Male,Berlin,Backend Developer,13.0,1.5,Senior,Python,"Python, Go, Docker",83000.0,30.0,full-time,Unlimited contract,English,51-100,Startup,No
966,35,Male,Berlin,Data Engineer,6.0,6.0,Senior,Java,"Python, Java / Scala, SQL, Go, AWS, Kubernetes, Docker",200000.0,14.0,freelancer,Temporary contract,English,11-50,Startup,No
967,29,Male,Basel,Data Scientist,5.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Lead,Python,"R, SQL",115000.0,25.0,full-time,Unlimited contract,English,1000+,Pharma,No
968,36,Male,Berlin,Frontend Developer,6.0,4.0,Middle,JavaScript,"Javascript / Typescript, Kubernetes, Docker",58000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,Yes
969,35,Male,Berlin,Software Engineer,2.0,2.0,Middle,"python, scala","Python, Java / Scala, SQL, AWS, Docker",50000.0,45.0,full-time,Unlimited contract,English,1000+,Product,No
970,29,Male,Berlin,Backend Developer,9.0,6.0,Senior,Java,"Kotlin, Java / Scala, SQL, AWS",75000.0,25.0,full-time,Unlimited contract,English,51-100,Startup,Yes
971,29,Male,Berlin,DevOps,11.0,7.0,Lead,TypeScript,"Python, Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",140000.0,5.0,freelancer,Unlimited contract,English,up to 10,Startup,No
972,32,Male,Hamburg,Backend Developer,14.0,6.0,Lead,Java,"Javascript / Typescript, .NET, SQL",80000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No
975,30,Male,Berlin,Software Engineer,7.0,1.0,Senior,python,"Python, C/C++, AWS",49000.0,12.0,full-time,Temporary contract,English,11-50,Startup,No
976,30,Male,Munich,Data Scientist,2.0,2.0,Middle,Python,"Python, C/C++, Java / Scala, AWS, Azure, spark",50000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
977,30,Male,Berlin,ML Engineer,6.0,2.0,Middle,Python,"SQL, AWS, Docker",59000.0,28.0,full-time,Unlimited contract,English,51-100,Startup,No
978,30,Male,Frankfurt,Data Scientist,5.0,4.0,Middle,Python,"Javascript / Typescript, Java / Scala, R, Google Cloud, Azure, Kubernetes, Docker",52500.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
979,48,Male,Madrid,DevOps,15.0,0.0,Senior,Python,"Python, Javascript / Typescript, Perl, AWS, Google Cloud, Kubernetes, Docker",30000.0,30.0,full-time,Unlimited contract,English,up to 10,Startup,Yes
980,31,Male,Berlin,Data Analyst,7.0,6.0,Senior,Sql,"Python, R, SQL",83000.0,26.0,full-time,Unlimited contract,English,101-1000,Startup,No
981,38,Male,Cologne,Software Engineer,15.0,5.0,Senior,C#,"SQL, Azure",59000.0,30.0,full-time,Unlimited contract,English,up to 10,Product,No
982,22,Male,Istanbul,Backend Developer,3.0,0.0,Middle,PHP,"Python, Javascript / Typescript, SQL, AWS, Docker",10001.0,0.0,freelancer,Unlimited contract,English,up to 10,Startup,Yes
983,28,Male,warsaw,Data Scientist,3.0,0.0,Middle,Python,"Java / Scala, SQL, AWS, Google Cloud",50000.0,21.0,freelancer,Unlimited contract,English,101-1000,Product,No
984,29,Male,Berlin,Data Scientist,5.0,2.0,Senior,Python,"Python, R, SQL, Google Cloud",75000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,Yes
986,27,Male,Berlin,Frontend Developer,5.0,1.0,Middle,"Javascript, Angular",Javascript / Typescript,58000.0,25.0,full-time,Unlimited contract,English,101-1000,Startup,No
987,34,Male,Berlin,ML Engineer,3.0,3.0,Senior,Python,AWS,70000.0,30.0,full-time,Temporary contract,English,101-1000,Product,No
988,28,Male,Wolfsburg,Software Engineer,2.0,1.0,Junior,C,"Python, C/C++, Docker",48000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
989,40,Male,Mannheim,Software Engineer,9.0,9.0,Middle,C,"Python, C/C++, Javascript / Typescript, Java / Scala, Perl, MATLAB",88000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
992,35,Female,Munich,Data Scientist,5.0,2.0,Senior,"SAS,SQL,Python","Python, SQL, SAS",75000.0,30.0,full-time,Unlimited contract,English,1000+,Bank,No
993,29,Male,London,Software Engineer,9.0,0.0,Senior,Typescript,"Javascript / Typescript, Java / Scala",113000.0,25.0,full-time,Unlimited contract,English,1000+,Corporation ,No
994,38,Male,Munich,Product Manager,12.0,12.0,Senior,Node,"Python, PHP, SQL",74000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
995,32,Male,Berlin,Data Engineer,7.0,5.0,Senior,Python/SQL,"AWS, Kubernetes, Docker",82000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
996,37,Male,Berlin,Data Scientist,10.0,10.0,Senior,Python,"Python, SQL, AWS, Azure, Kubernetes, Docker",82000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
997,29,Male,Karlsruhe,DevOps,6.0,5.0,Senior,"php, js, python, docker","SQL, AWS, Azure",64800.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
1000,39,Male,Berlin,Software Engineer,12.0,6.0,Lead,Javascript,"Python, Javascript / Typescript, SQL, AWS, Docker",82000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1001,32,Male,Vienna,DataOps Team Lead,10.0,10.0,Lead,Java,"Javascript / Typescript, SQL, Go, Google Cloud, Kubernetes, Docker",80000.0,25.0,full-time,Unlimited contract,German,1000+,Transport & Logistics,No
1002,26,Female,Berlin,Backend Developer,5.0,0.0,Middle,Java,Python,65000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1003,30,Male,Berlin,Software Engineer,9.0,1.0,Middle,"TypeScript, Kotlin","Kotlin, Javascript / Typescript, Rust",77000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No
1004,32,Female,Munich,Data Scientist,5.0,5.0,Senior,Python ,"Python, Go",80000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
1005,32,Male,Munich,Software Engineer,8.0,1.0,Senior,C++,"Python, C/C++",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
1006,31,Male,Helsinki,Software Engineer,5.0,0.0,Middle,Java,"Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",59064.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
1007,30,Male,Berlin,Software Engineer,10.0,6.0,Senior,Ruby,"Python, Javascript / Typescript, Ruby, .NET, Java / Scala, Azure, Kubernetes",90000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1009,30,Female,Berlin,QA Engineer,8.0,6.0,Senior,Javascript,"Javascript / Typescript, AWS, Docker",70000.0,31.0,full-time,Unlimited contract,English,101-1000,Product,No
1010,25,Male,Hamburg,Backend Developer,5.0,1.0,Middle,Java,"Kotlin, SQL",53500.0,29.0,full-time,Unlimited contract,English,1000+,Product,No
1012,26,Male,Munich,Software Engineer,4.0,0.0,Middle,JavaScript / TypeScript,Javascript / Typescript,75000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
1015,39,Male,Siegen,Software Engineer,16.0,6.0,Senior,Embedded,C/C++,62400.0,30.0,full-time,Unlimited contract,Russian,1000+,Product,No
1018,38,Male,Munich,Software Engineer,16.0,5.0,Senior,.net,.NET,90000.0,36.0,full-time,Unlimited contract,English,101-1000,Product,No
1020,32,Male,Innsbruck,Data Scientist,3.0,0.0,Senior,Python,"R, SQL, AWS, Google Cloud",62000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No
1021,30,Female,Munich,Frontend Developer,9.0,3.0,Senior,"JavaScript, TypeScript",PHP,60000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1022,34,Male,Berlin,Backend Developer,10.0,4.0,Middle,Java,Docker,65600.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1023,36,Male,Stockholm,Mobile Developer,14.0,7.0,Senior,Java,Kotlin,80000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1024,26,Female,Hannover,QA Engineer,2.0,0.0,Middle,Tricentis Tosca,"Java / Scala, SQL",32000.0,30.0,full-time,Unlimited contract,German,1000+,Non-tech retail,No
1025,28,Female,Berlin,Data Analyst,3.0,2.5,Middle,SQL,"Python, Javascript / Typescript, Ruby, AWS",53000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1026,25,Male,Berlin,Software Engineer,6.0,0.0,Middle,Scala,"Python, Javascript / Typescript, Java / Scala, AWS, Kubernetes",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1027,28,Male,Berlin,Data Scientist,6.0,6.0,Lead,"Python, SQL","Python, Javascript / Typescript, SQL, AWS, Google Cloud",78000.0,26.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No
1029,35,Male,Berlin,Software Engineer,20.0,5.0,Senior,JavaScript,"Javascript / Typescript, AWS, Kubernetes, Docker",100000.0,32.0,full-time,Unlimited contract,English,1000+,Product,No
1030,25,Male,Brussels ,Data Scientist,1.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Junior,Python ,"Python, SQL, AWS",38000.0,20.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
1031,23,Female,Berlin,Data analyst ,1.0,1.0,Junior,Sql ,"Python, R, SQL, Google Cloud",36000.0,28.0,full-time,Unlimited contract,English,1000+,Startup,No
1032,28,Male,Munich,Software Engineer,3.0,3.0,Junior,.NET,"Python, C/C++, .NET",65000.0,30.0,full-time,Unlimited contract,English,1000+,Finance,No
1033,36,Male,Berlin,Software Engineer,10.0,10.0,Principal,Java & Distributed Systems Stuff,"Python, Javascript / Typescript, Java / Scala, SQL, Google Cloud, Kubernetes, Docker",100000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1035,30,Male,Heidelberg,Software Engineer,9.0,4.0,Senior,.NET,"Javascript / Typescript, .NET, Docker",60000.0,30.0,full-time,Temporary contract,English,1000+,Research,No
1036,30,Male,Heidelberg,Software Engineer,9.0,4.0,Senior,.NET,"Javascript / Typescript, .NET, Docker",60000.0,30.0,full-time,Temporary contract,English,1000+,Research,No
1037,28,Male,Zurich,Software Engineer,6.0,0.0,Middle,C++,"Python, C/C++, Java / Scala",100000.0,25.0,full-time,Unlimited contract,German,11-50,Product,No
1038,29,Male,Berlin,Frontend Developer,5.0,5.0,Middle,javascript,"Javascript / Typescript, Kubernetes, Docker",66000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1039,37,Male,Berlin,Backend Developer,15.0,6.0,Middle,Elixir,"Python, Ruby, Kubernetes, Docker",73000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
1040,26,Female,Prague,Software Engineer,4.0,1.0,Middle,C#,.NET,64000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No
1041,26,Male,Berlin,Product Analyst,4.0,3.0,Middle,Python,"Python, Javascript / Typescript, SQL, Google Cloud",55000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No
1042,31,Male,Munich,Software Engineer,5.0,2.0,Middle,Java,"Javascript / Typescript, Java / Scala, SQL, Docker",74000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
1043,34,Female,Hildesheim ,QA Engineer,11.0,2.0,Senior,QA,"Python, SQL",60000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
1044,34,Male,Hamburg,DevOps,8.0,1.0,Senior,Embedded,C/C++,67500.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1045,36,Male,Munich,Software Engineer,13.0,5.0,Head,Java,"Javascript / Typescript, Java / Scala, AWS, Azure, Kubernetes, Docker",90000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1046,36,Male,Berlin,DevOps,17.0,4.0,Head,Python,"Go, AWS, Kubernetes, Docker",124000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
1048,31,Male,Berlin,Software Engineer,7.0,2.0,Senior,Java,"SQL, AWS, Kubernetes, Docker",75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1049,28,Male,Munich,Software Engineer,8.0,1.0,Senior,PHP,"PHP, Javascript / Typescript, SQL, Go, AWS",57000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No
1050,28,Male,Munich,Software Engineer,8.0,1.0,Senior,PHP,"PHP, Javascript / Typescript, SQL, Go, AWS",57000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No
1051,36,Male,Berlin,Backend Developer,16.0,8.0,Lead,Scala,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",120000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
1052,22,Female,Eindhoven,Frontend Developer,2.0,0.0,Junior,JS,"Javascript / Typescript, SQL, Docker",24000.0,24.0,full-time,Unlimited contract,English,11-50,Product,No
1054,30,Male,Berlin,Backend Developer,4.0,2.0,Middle,python,Python,58000.0,24.0,full-time,Unlimited contract,English,101-1000,Product,No
1055,35,Male,Berlin,Software Engineer,12.0,6.0,Middle,Kotlin,"Python, Ruby, Java / Scala, AWS",75000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1057,36,Male,Bonn,DevOps,15.0,1.0,Junior,jenkins bash,"Kotlin, Swift, Javascript / Typescript, Docker",52500.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
1059,28,Male,Cologne,Software Engineer,5.0,1.0,Middle,Java,"Python, Kotlin, Javascript / Typescript, SQL, Docker",50000.0,25.0,full-time,Unlimited contract,Russian,101-1000,Product,No
1060,42,Male,Berlin,Backend Developer,19.0,3.0,Senior,PHP,"Kotlin, SQL, Kubernetes, Docker",66000.0,26.0,full-time,Unlimited contract,English,101-1000,Product,No
1061,34,Male,Berlin,Backend Developer,14.0,4.0,Senior,Kotlin,"Java / Scala, SQL, AWS, Kubernetes, Docker",95000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1062,27,Male,Hamburg,Backend Developer,0.0,0.0,Junior,Python,Javascript / Typescript,50000.0,30.0,full-time,Unlimited contract,English,up to 10,Startup,No
1063,29,Male,Munich,Frontend Developer,5.0,3.0,Lead,javascript,Javascript / Typescript,70000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,No
1064,36,Female,Berlin,Data Scientist,5.0,5.0,Senior,Python,"Python, R",87000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1065,31,Male,Berlin,Software Engineer,4.0,4.0,Senior,Python,"Python, Javascript / Typescript, AWS, Docker",68000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
1067,32,Male,Berlin,Software Engineer,13.0,5.0,Lead,JavaScript,"Javascript / Typescript, SQL, AWS, Docker",83000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1068,36,Male,Prefer not to say,ML Engineer,6.0,6.0,Senior,Python,"Python, R, Docker",110000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
1069,26,Male,Munich,Software Engineer,6.0,2.0,Senior,TypeScript,"AWS, Docker",93000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
1070,28,Female,Berlin,Data Scientist,4.0,2.0,Middle,Python,Python,73700.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1071,34,Male,Munich,Data Scientist,10.0,10.0,Senior,Python,"R, SQL, AWS, Docker",85000.0,28.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
1072,38,Male,Berlin,Data Scientist,10.0,9.0,Senior,Python,Python,87550.0,30.0,full-time,Unlimited contract,German,101-1000,Product,No
1073,37,Male,Berlin,Software Engineer,16.0,8.0,Senior,Java,"Google Cloud, Kubernetes, Docker",80000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
1074,31,Male,Berlin,Backend Developer,9.0,1.0,Senior,NodeJS/TS,Javascript / Typescript,65000.0,27.0,full-time,Unlimited contract,English,51-100,Startup,No
1075,38,Male,Berlin,Backend Developer,15.0,1.0,Middle,PHP/MySQL,"PHP, SQL, Docker, VMs",40700.0,25.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No
